,Year,Age,Sex,Activity,Species,Country,Fatal_Y_N,Activity_Regex,Sex_Regex,age_regex,Species_regex
1344,2007.0,52,M,Swimming,,USA,N,swimming,m,52,
1345,2007.0,16,M,Surfing,4' to 5' shark,USA,N,surfing,m,16,4' to 5' shark
1346,2007.0,7,M,Playing,,USA,N,playing,m,7,
1347,2007.0,20,M,Floating near boat & observing bioluminesce,Possibly a 6' bull shark,USA,N,floating near boat & observing bioluminesce,m,20,Bull shark
1348,2007.0,15,F,Swimming, ,USA,N,swimming,f,15, 
1349,2007.0,19,M,Walking out of the water after surfing,,USA,N,surfing,m,19,
1350,2007.0,30,M,Swimming,,USA,N,swimming,m,30,
1351,2007.0,9,M,Boogie Boarding,,USA,N,boogie boarding,m,9,
1352,2007.0,19,F,Jumped into the water,Possibly a 10' bull shark,USA,N,jumped into the water,f,19,Bull shark
1353,2007.0,51,M,Surfing,,USA,N,surfing,m,51,
1354,2007.0,20,M,Surfing,,USA,N,surfing,m,20,
1357,2007.0,36,M,Snorkeling, ,USA,N,snorkeling,m,36, 
1358,2007.0,15,M,Wading,"Bronze whaler shark, 1.5 m ",AUSTRALIA,N,wading,m,15,Bronze whaler shark
1359,2007.0,14,M,Swimming,2' to 3' shark,USA,N,swimming,m,14,2' to 3' shark
1360,2007.0,48,M,Scuba diving,"3' small spotted catshark, Scyliorhinus canicula",NORWAY,N,scuba diving,m,48,"3' small spotted catshark, scyliorhinus canicula"
1361,2007.0,43,F,Swimming,Shark involvement not confirmed,USA,,swimming,f,43,Not a shark
1362,2007.0,30,F,Wading,5' shark,USA,N,wading,f,30,5' shark
1363,2007.0,48,F,Spearfishing,"Bull shark, 5' ",BAHAMAS,N,spearfishing,f,48,Bull shark
1364,2007.0,18,M,Surfing,,USA,N,surfing,m,18,
1365,2007.0,17,M,Body boarding,2 m shark,REUNION,N,body boarding,m,17,2 m shark
1369,2007.0,20,M,Surfing,4' shark,USA,N,surfing,m,20,4' shark
1371,2007.0,9,F,Surfing,Shark involvement not confirmed,USA,,surfing,f,9,Not a shark
1375,2007.0,40,F,Reviving a sedated shark,A 10-year-old 94-pound pregnant blacktip reef shark,USA,N,reviving a sedated shark,f,40,Blacktip shark
1376,2007.0,38,M,Fishing,"Lesser spotted dogfish, Scyliorhinus canicula, less than 80 cm in length",ENGLAND,N,fishing,m,38,"lesser spotted dogfish, scyliorhinus canicula, less than 80 cm in length"
1377,2007.0,38,F,Wading,2.5 m shark,AUSTRALIA,N,wading,f,38,2.5 m shark
1378,2007.0,19,M,Surfing,10' shark,AUSTRALIA,N,surfing,m,19,10' shark
1379,2007.0,21,F,Surfing,4' to 5' shark,USA,N,surfing,f,21,4' to 5' shark
1381,2007.0,45,M,Swimming,Shark involvement prior to death was not confirmed,AUSTRALIA,,swimming,m,45,Not a shark
1382,2007.0,63,F,Snorkeling,"Tiger shark, 14' ",USA,N,snorkeling,f,63,Tiger shark
1383,2007.0,68,M,Swimming,6' to 8' shark,USA,N,swimming,m,68,6' to 8' shark
1385,2007.0,20,F,Shark tagging,"Lemon shark, >1 m ",BAHAMAS,N,shark tagging,f,20,"lemon shark, >1 m "
1386,2007.0,13,F,Swimming / jumping off a jetty,"""a small shark""",AUSTRALIA,N,swimming,f,13,"""a small shark"""
1387,2007.0,12,M,Body boarding,blacktip or spinner shark,USA,N,body boarding,m,12,Blacktip shark
1388,2007.0,24,M,Surfing,3' to 4' shark,USA,N,surfing,m,24,3' to 4' shark
1390,2007.0,26,M,Surfing,Tiger shark,NEW CALEDONIA,N,surfing,m,26,Tiger shark
1391,2007.0,7,M,Playing on a sandbar,,USA,N,playing on a sandbar,m,7,
1392,2007.0,27,M,Surfing,3' shark,USA,N,surfing,m,27,3' shark
1395,2007.0,11,M,Surfing,4' to 5' shark,USA,N,surfing,m,11,4' to 5' shark
1396,2007.0,42,F,Surfing,1.5 m shark,AUSTRALIA,N,surfing,f,42,1.5 m shark
1398,2007.0,59,F,Swimming,2 to 2.5 m shark,AUSTRALIA,N,swimming,f,59,2 to 2.5 m shark
1399,2007.0,29,M,Surfing,,USA,N,surfing,m,29,
1400,2007.0,16,M,Spearfishing,Tiger shark,NEW ZEALAND,N,spearfishing,m,16,Tiger shark
1401,2007.0,36,M,Swimming,Shark involvement prior to death was not confirmed,COSTA RICA,,swimming,m,36,Not a shark
1402,2007.0,26,M,Boogie Boarding,,AUSTRALIA,N,boogie boarding,m,26,
1404,2007.0,30,M,Spearfishing (free diving),Tiger shark,NEW CALEDONIA,N,spearfishing,m,30,Tiger shark
1406,2007.0,41,M,Diving,"White shark, 3m",AUSTRALIA,N,diving,m,41,White shark
1407,2007.0,20,M,Swimming,Shark involvement prior to death was not confirmed,AUSTRALIA,,swimming,m,20,Not a shark
1408,2007.0,24,M,Swimming / Body Surfing,Tiger shark,SOUTH AFRICA,Y,swimming,m,24,Tiger shark
1410,2007.0,54,M,Surfing,"24"" to 30"" shark",USA,,surfing,m,54,"24"" to 30"" shark"
1411,2007.0,24,M,Surfing,"6' to 8' shark, possibly a tiger shark",USA,N,surfing,m,24,Tiger shark
1412,2006.0,25,M,Surfing,2.5 to 3 m shark,AUSTRALIA,N,surfing,m,25,2.5 to 3 m shark
1413,2006.0,10,M,Surfing,2 to 3 m shark,NEW ZEALAND,N,surfing,m,10,2 to 3 m shark
1414,2006.0,43,M,Surfing,"White shark, 12' to 15' ",USA,N,surfing,m,43,White shark
1415,2006.0,25,M,Fishing,"Raggedtooth shark, 150-kg",SOUTH AFRICA,N,fishing,m,25,Raggedtooth shark
1416,2006.0,15,M,Body boarding,"White shark, 5m ",AUSTRALIA,N,body boarding,m,15,White shark
1418,2006.0,29,M,Swimming,2 m to 3 m shark,USA,N,swimming,m,29,2 m to 3 m shark
1420,2006.0,22,M,Surfing,"White shark, 16' ",USA,N,surfing,m,22,White shark
1421,2006.0,15,M,Fishing,,USA,N,fishing,m,15,
1422,2006.0,20,M,Surfing,,USA,N,surfing,m,20,
1424,2006.0,18,M,Playing soccer in the water,3' to 3.5' shark,USA,N,playing soccer in the water,m,18,3' to 3.5' shark
1425,2006.0,26,F,Free diving / modeling,,BAHAMAS,N,free diving,f,26,
1427,2006.0,36,M,Spearfishing,Invalid,SOUTH AFRICA,,spearfishing,m,36,invalid
1428,2006.0,19,M,Surfing,,USA,N,surfing,m,19,
1430,2006.0,16,M,Surfing,,USA,N,surfing,m,16,
1431,2006.0,55,M,Swimming,Spinner shark,USA,N,swimming,m,55,spinner shark
1432,2006.0,52,M,Surfing,5' shark,USA,N,surfing,m,52,5' shark
1433,2006.0,44,M,Diving,No shark involvement,AUSTRALIA,,diving,m,44,Not a shark
1435,2006.0,33,M,Standing,3' shark,USA,N,standing,m,33,3' shark
1436,2006.0,12 or 13,M,Swimming,,USA,N,swimming,m,12,
1437,2006.0,37,M,Surfing,"White shark, 3.5m ",SOUTH AFRICA,N,surfing,m,37,White shark
1438,2006.0,23,M,Surfing,,USA,N,surfing,m,23,
1440,2006.0,27,M,Body boarding,,REUNION,N,body boarding,m,27,
1442,2006.0,34,M,Spearfishing,Shark involvement prior to death was not confirmed,BELIZE,,spearfishing,m,34,Not a shark
1444,2006.0,34,M,Surfing,,REUNION,Y,surfing,m,34,
1446,2006.0,24,M,Lifesaving drill,White shark,SOUTH AFRICA,N,lifesaving drill,m,24,White shark
1447,2006.0,59,F,Wading,,USA,N,wading,f,59,
1450,2006.0,41,M,Surfing,White shark?,USA,N,surfing,m,41,White shark
1452,2006.0,15,M,Surfing,,USA,N,surfing,m,15,
1453,2006.0,19,M,Surf-skiing,"White shark, 3m to 4m",SOUTH AFRICA,N,surf-skiing,m,19,White shark
1454,2006.0,14,M,Surfing, ,USA,N,surfing,m,14, 
1457,2006.0,49,M,Standing,"Angel shark, 1.2m ",USA,N,standing,m,49,"angel shark, 1.2m "
1458,2006.0,7,F,Swimming,"Shark involvement not confirmed, injury may have been caused by a bluefish",SPAIN,,swimming,f,7,Not a shark
1459,2006.0,21,F,Swimming,,USA,N,swimming,f,21,
1461,2006.0,40,M,Wading,,USA,N,wading,m,40,
1462,2006.0,11,M,Walking,,USA,N,walking,m,11,
1463,2006.0,14,F,Body boarding,5' to 6' spinner or bull shark,USA,N,body boarding,f,14,Bull shark
1464,2006.0,13,M,Swimming,,USA,N,swimming,m,13,
1465,2006.0,28,F,Spearfishing,"1.8 m blacktip ""reef"" shark",USA,N,spearfishing,f,28,Blacktip shark
1466,2006.0,35,M,Spearfishing,"1.8 m blacktip ""reef"" shark",USA,N,spearfishing,m,35,Blacktip shark
1467,2006.0,9,F,Body boarding,,USA,N,body boarding,f,9,
1469,2006.0,25,M,Spearfishing,,BAHAMAS,N,spearfishing,m,25,
1470,2006.0,22,F,Surfing,Possibly a 1' to 3' blacktip or spinner shark,USA,N,surfing,f,22,Blacktip shark
1471,2006.0,27,M,Body boarding,,BRAZIL,Y,body boarding,m,27,
1472,2006.0,43,M,Scuba diving,,USA,N,scuba diving,m,43,
1473,2006.0,24,M,Surfing,2' to 3' shark,USA,N,surfing,m,24,2' to 3' shark
1474,2006.0,7,F,Playing,3' to 4' shark,USA,N,playing,f,7,3' to 4' shark
1475,2006.0,40,M,Surfing,14' white shark,AUSTRALIA,N,surfing,m,40,White shark
1476,2006.0,26,M,Spearfishing,"Tiger shark, 8' to 12'",USA,N,spearfishing,m,26,Tiger shark
1478,2006.0,31,M,Surfing,,USA,N,surfing,m,31,
1479,2006.0,15,M,Spearfishing,"Grey reef shark, 5' to 8' ",USA,N,spearfishing,m,15,"grey reef shark, 5' to 8' "
1480,2006.0,33,M,Surfing,,BRAZIL,N,surfing,m,33,
1481,2006.0,30s,F,Scuba diving,"Tiger shark, 10' to 12'",USA,N,scuba diving,f,30,Tiger shark
1483,2006.0,20s,F,Swimming,,USA,N,swimming,f,20,
1484,2006.0,46,M,Snorkeling,"Wobbegong shark, 2 m ",AUSTRALIA,N,snorkeling,m,46,Wobbegong shark
1486,2006.0,54,M,Surfing,,USA,N,surfing,m,54,
1487,2006.0,13,F,Standing,,USA,N,standing,f,13,
1488,2006.0,35,M,Fishing,"Bull shark, 4' to bull shark",USA,N,fishing,m,35,Bull shark
1489,2006.0,15,M,Surfing,"Bronze whaler shark, a  juvenile ",AUSTRALIA,N,surfing,m,15,Bronze whaler shark
1490,2006.0,15,M,Body boarding,"Raggedtooth shark, 2.5 m to 3 m ",SOUTH AFRICA,N,body boarding,m,15,Raggedtooth shark
1491,2006.0,35,M,Swimming,Tiger shark,BRAZIL,N,swimming,m,35,Tiger shark
1492,2006.0,11,M,Wading,,USA,N,wading,m,11,
1494,2006.0,28,F,Surfing,"Tiger shark, 10'  ",USA,N,surfing,f,28,Tiger shark
1495,2006.0,17,M,Swimming,Shark involvement prior to death was not confirmed,SOUTH AFRICA,,swimming,m,17,Not a shark
1496,2006.0,21,M,Surfing,"Tiger shark, 5' ",FIJI,N,surfing,m,21,Tiger shark
1497,2006.0,15,M,Surfing,"Bronze whaler shark, 2 m",AUSTRALIA,N,surfing,m,15,Bronze whaler shark
1498,2006.0,15,F,Standing,5' to 7' shark,USA,N,standing,f,15,5' to 7' shark
1499,2006.0,45,M,Free diving,Invalid,USA,,free diving,m,45,invalid
1500,2006.0,18,M,Wading,,AUSTRALIA,N,wading,m,18,
1503,2006.0,15,M,Surfing,Raggedtooth shark,SOUTH AFRICA,N,surfing,m,15,Raggedtooth shark
1504,2006.0,24,F,Swimming,Tiger shark,TONGA,Y,swimming,f,24,Tiger shark
1505,2006.0,57,M,Kayaking,12' to 18' shark,USA,N,kayaking,m,57,12' to 18' shark
1506,2006.0,46 & 34,M,Competing in the Woodvale Atlantic Rowing Race,12' shark,ATLANTIC OCEAN,N,competing in the woodvale atlantic rowing race,m,46,12' shark
1507,2006.0,34,M,Spearfishing,,SOUTH AFRICA,N,spearfishing,m,34,
1508,2006.0,"28, 23 & 30",F,Competing in the Woodvale Atlantic Rowing Race,,ATLANTIC OCEAN,N,competing in the woodvale atlantic rowing race,f,28,
1510,2006.0,52,M,Scuba diving,3.5 m white shark,AUSTRALIA,N,scuba diving,m,52,White shark
1512,2006.0,21,F,Swimming,Bull shark,AUSTRALIA,Y,swimming,f,21,Bull shark
1513,2006.0,21,M,Surfing,4' shark,USA,N,surfing,m,21,4' shark
1514,2006.0,49,M,Diving for crayfish,Said to involve a 1.5 m shark,SOUTH AFRICA,N,diving for crayfish,m,49,said to involve a 1.5 m shark
1515,2005.0,30,M,Surfing,White shark,USA,N,surfing,m,30,White shark
1516,2005.0,29,M,Swimming,Tiger shark,USA,N,swimming,m,29,Tiger shark
1518,2005.0,44,M,Spearfishing,Whitetip reef shark,AUSTRALIA,N,spearfishing,m,44,whitetip reef shark
1520,2005.0,teen,M,Surfing,,USA,N,surfing,m,,
1521,2005.0,23,M,Surfing,4' shark,USA,N,surfing,m,23,4' shark
1523,2005.0,18,M,Surfing,1.8 m shark,AUSTRALIA,N,surfing,m,18,1.8 m shark
1524,2005.0,26,M,Surfing,,SOUTH AFRICA,N,surfing,m,26,
1526,2005.0,30s,M,Surfing,4' shark,USA,N,surfing,m,30,4' shark
1527,2005.0,17,M,Surfing,,USA,N,surfing,m,17,
1529,2005.0,32,M,Fishing for sharks,"Raggedtooth shark, 2.5m ",SOUTH AFRICA,N,fishing,m,32,Raggedtooth shark
1530,2005.0,18,M,Surfing,6' shark,USA,N,surfing,m,18,6' shark
1531,2005.0,25,M,Surfing,,USA,N,surfing,m,25,
1532,2005.0,26,M,Surfing,12' to 14' white shark,USA,N,surfing,m,26,White shark
1533,2005.0,15,M,Wading,2' to 3' shark,USA,N,wading,m,15,2' to 3' shark
1534,2005.0,55,M,Standing,2' shark,ST. MAARTIN,N,standing,m,55,2' shark
1535,2005.0,20,M,Standing / Surfing,3 m shark,SOUTH AFRICA,N,surfing,m,20,3 m shark
1536,2005.0,36,M,Surfing,White shark,USA,N,surfing,m,36,White shark
1537,2005.0,20,F,Surfing,18' white shark,USA,N,surfing,f,20,White shark
1538,2005.0,15,M,Wading,,USA,N,wading,m,15,
1539,2005.0,22,M,Surfing,"Tiger shark, less than 10'",USA,N,surfing,m,22,Tiger shark
1540,2005.0,57,F,Scuba diving,Caribbean reef sharks,GRAND CAYMAN,N,scuba diving,f,57,caribbean reef sharks
1541,2005.0,48,M,Treading water/ Surfing,,USA,N,surfing,m,48,
1542,2005.0,35,M,Diving,,BAHAMAS,N,diving,m,35,
1543,2005.0,52,M,Surf-skiing,White shark,SOUTH AFRICA,N,surf-skiing,m,52,White shark
1544,2005.0,28,M,Surfing,"Tiger shark, 3 m ",AUSTRALIA,N,surfing,m,28,Tiger shark
1545,2005.0,26,M,Surfing,14' to 16' white shark,AUSTRALIA,N,surfing,m,26,White shark
1546,2005.0,44,M,Surfing,Bronze whaler shark,AUSTRALIA,N,surfing,m,44,Bronze whaler shark
1548,2005.0,68,F,Body surfing,3' to 4' shark,USA,N,surfing,f,68,3' to 4' shark
1549,2005.0,18,M,Surfing,,USA,Y,surfing,m,18,
1550,2005.0,15,M,Standing,,AUSTRALIA,N,standing,m,15,
1551,2005.0,18,F,Wading,Bull shark,USA,N,wading,f,18,Bull shark
1552,2005.0,40,M,Surfing,4 m [13'] white shark,AUSTRALIA,N,surfing,m,40,White shark
1553,2005.0,62,M,Standing / Surfing,,USA,N,surfing,m,62,
1554,2005.0,21,M,Removing shark from net,"2 m [6.75'] shark, 200-kg shark T",THAILAND,Y,removing shark from net,m,21,"2 m [6.75'] shark, 200-kg shark t"
1555,2005.0,23,M,Scuba diving,White shark,AUSTRALIA,Y,scuba diving,m,23,White shark
1556,2005.0,37,M,Surfing,juvenile white shark,USA,N,surfing,m,37,White shark
1557,2005.0,17,M,"Boogie boarding, kicked at object in the water",Shark involvement not confirmed,USA,,"boogie boarding, kicked at object in the water",m,17,Not a shark
1558,2005.0,8,M,Swimming,Possibly a sandbar shark or small blacktip shark,USA,N,swimming,m,8,Blacktip shark
1559,2005.0,12,M,Walking,,USA,N,walking,m,12,
1561,2005.0,16,M,Surfing,1.8 m [6'] shark,USA,N,surfing,m,16,1.8 m [6'] shark
1562,2005.0,14,M,Swimming,,USA,N,swimming,m,14,
1564,2005.0,13,F,Wading,,USA,N,wading,f,13,
1565,2005.0,61,M,Surfing,,USA,N,surfing,m,61,
1566,2005.0,25,M,Surfing,Shark involvement not confirmed,USA,,surfing,m,25,Not a shark
1568,2005.0,24,M,Scuba diving in aquarium tank,3.5 m [11.5']shark,CHINA,N,scuba diving,m,24,3.5 m [11.5']shark
1570,2005.0,22,M,Swimming,[4.5' to 5'] shark,USA,N,swimming,m,22,[4.5' to 5'] shark
1571,2005.0,14,F,Holding onto an inflatable boat,[4' to 5'],USA,N,holding onto an inflatable boat,f,14,[4' to 5']
1572,2005.0,19,M,Standing,,USA,N,standing,m,19,
1573,2005.0,16,M,Fishing,Bull shark,USA,N,fishing,m,16,Bull shark
1574,2005.0,14,F,Swimming with boogie board,1.8 m [6'] bull shark,USA,Y,swimming,f,14,Bull shark
1575,2005.0,7,F,Swimming,"On 8/13/2005 anglers from New Zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. It was believed this was the same shark that killed Alysha",VANUATU,Y,swimming,f,7,"on 8/13/2005 anglers from new zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. it was believed this was the same shark that killed alysha"
1577,2005.0,49,M,Swimming,Invalid,USA,,swimming,m,49,invalid
1578,2005.0,20,M,Swimming,"Unknown, but it was reported that a shark tooth was recovered from the wound",USA,N,swimming,m,20,"unknown, but it was reported that a shark tooth was recovered from the wound"
1579,2005.0,38,F,Diving,3 m [10'] white shark,SOUTH KOREA,N,diving,f,38,White shark
1580,2005.0,11,F,Boogie boarding,,USA,N,boogie boarding,f,11,
1581,2005.0,17,M,Surfing,"Mr. Burgess of ISAF announced the injury was the bite of a 1.8 m [6'], 2- to 3-year old white shark. Subsequent investigation revealed there was  no shark involvement in this incident",USA,,surfing,m,17,White shark
1582,2005.0,22,M,Spearfishing (Free diving),White shark,SOUTH AFRICA,Y,spearfishing,m,22,White shark
1583,2005.0,6,M,Wading,,USA,N,wading,m,6,
1584,2005.0,33,M,Swimming,"""small shark""",USA,N,swimming,m,33,"""small shark"""
1586,2005.0,32,M,Surfing,Raggedtooth shark,SOUTH AFRICA,N,surfing,m,32,Raggedtooth shark
1590,2005.0,Teens,M,Sea Disaster,,USA,N,sea disaster,m,,
1591,2005.0,47,M,Surfing,"Tiger shark, 3 m [10']",USA,N,surfing,m,47,Tiger shark
1592,2005.0,25,M,Fishing,"Mako shark, 1.5 m [5'] ",AUSTRALIA,N,fishing,m,25,Mako shark
1594,2005.0,20,M,Spearfishing,2 m [6.75'] copper shark,AUSTRALIA,N,spearfishing,m,20,2 m [6.75'] copper shark
1595,2005.0,40,M,Surfing,Bronze whaler shark,AUSTRALIA,N,surfing,m,40,Bronze whaler shark
1596,2005.0,70,F,Wading,1.8 m [6'] blacktip shark,USA,N,wading,f,70,Blacktip shark
1597,2005.0,52,M,Surfing,Shark involvement not confirmed,USA,,surfing,m,52,Not a shark
1598,2005.0,37,M,Surfing,,USA,N,surfing,m,37,
1601,2005.0,32,M,Surfing,4 m [13'] shark,SOUTH AFRICA,N,surfing,m,32,4 m [13'] shark
1604,2005.0,26,M,Snorkeling,6 m [20'] white shark,AUSTRALIA,Y,snorkeling,m,26,White shark
1605,2005.0,45,M,Diving in aquarium display tank,"Sandtiger shark, 2.1 m [7'] ",USA,N,diving in aquarium display tank,m,45,"sandtiger shark, 2.1 m [7'] "
1609,2005.0,18,M,Swimming,Bull shark,AUSTRALIA,N,swimming,m,18,Bull shark
1613,2005.0,12,M,Surfing,,BRAZIL,N,surfing,m,12,
1614,2005.0,19,M,Swimming,3 m [10'] shark,CUBA,N,swimming,m,19,3 m [10'] shark
1617,2005.0,39,M,Fishing from a kayak,White shark,NEW ZEALAND,N,fishing,m,39,White shark
1618,2004.0,11,F,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",No shark involvement,SRI LANKA,,"swept out to sea by the tsunami, she clung  to a log for 24 hours",f,11,Not a shark
1619,2004.0,18,M,Scurfing (surfboard being  towed behind a boat),4.5 m & 5 m white shark ,AUSTRALIA,Y,scurfing (surfboard being  towed behind a boat),m,18,White shark
1620,2004.0,38,M,Spearfishing,Bull shark,AUSTRALIA,Y,spearfishing,m,38,Bull shark
1621,2004.0,20,M,Surfing,Raggedtooth shark,SOUTH AFRICA,N,surfing,m,20,Raggedtooth shark
1622,2004.0,16,M,Playing,Raggedtooth shark,SOUTH AFRICA,N,playing,m,16,Raggedtooth shark
1623,2004.0,77,F,Swimming,6 m [20'] white shark,SOUTH AFRICA,Y,swimming,f,77,White shark
1624,2004.0,38,lli,Surfing,5.5 m [18'] white shark,USA,N,surfing,NaN,38,White shark
1625,2004.0,30s,M,Snorkeling,,VANUATU,N,snorkeling,m,30,
1627,2004.0,40,M,Diving,2.5 m [8.25'] bull shark,CUBA,N,diving,m,40,Bull shark
1629,2004.0,52,M,Chumming for white sharks,2 m [6.75'] white shark,SOUTH AFRICA,N,chumming for white sharks,m,52,White shark
1630,2004.0,59,M,Surfing,"Bronze whaler shark, 2.4 m [8'] ",AUSTRALIA,N,surfing,m,59,Bronze whaler shark
1632,2004.0,34,M,Spearfishing,"Tiger shark, 2.4 m to 3.7 m [8' to 12'] ",USA,N,spearfishing,m,34,Tiger shark
1633,2004.0,34,M,Surfing,"Raggedtooth shark, 1.5 to 2 m [5' to 6.75']",SOUTH AFRICA,N,surfing,m,34,Raggedtooth shark
1634,2004.0,15,M,Body boarding,Thought to involve a 2.5 m bull or tiger shark,REUNION,N,body boarding,m,15,Tiger shark
1635,2004.0,16,M,Surfing,,USA,N,surfing,m,16,
1636,2004.0,40,M,Surfing,,USA,N,surfing,m,40,
1638,2004.0,26,M,Surfing,White shark,USA,N,surfing,m,26,White shark
1641,2004.0,17,F,Jumping,2.4 m [8'] shark,USA,N,jumping,f,17,2.4 m [8'] shark
1642,2004.0,38,F,Walking,,USA,N,walking,f,38,
1643,2004.0,24,M,Bathing,"Tiger shark, 1.5 m ",BRAZIL,N,bathing,m,24,Tiger shark
1645,2004.0,50,M,Diving,4.9 m to 5.5 m [16' to 18'] white shark,USA,Y,diving,m,50,White shark
1646,2004.0,47,M,Swimming,1.2 m [4'] shark,USA,N,swimming,m,47,1.2 m [4'] shark
1647,2004.0,30,M,Spearfishing,,AUSTRALIA,N,spearfishing,m,30,
1649,2004.0,20,F,Surfing,,USA,N,surfing,f,20,
1651,2004.0,28,F,Surfing,,USA,N,surfing,f,28,
1652,2004.0,13,F,Swimming,1.8 m [6'] shark,USA,N,swimming,f,13,1.8 m [6'] shark
1653,2004.0,19,F,Swimming,1.2 m to 1.5 m [4' to 5'] shark,USA,N,swimming,f,19,1.2 m to 1.5 m [4' to 5'] shark
1654,2004.0,11,M,Wading / fishing & carrying a bag of fish,Bull shark,USA,N,fishing,m,11,Bull shark
1656,2004.0,51,M,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,"Longfin mako shark, 3.5 m [11.5'], 350-kg [772-lb] ",JAPAN,N,fishing,m,51,Mako shark
1657,2004.0,30,M,Surfing,"2 sharks, 4.5 m & 3 m ",AUSTRALIA,Y,surfing,m,30,"2 sharks, 4.5 m & 3 m "
1658,2004.0,Teen,F,Snorkeling,"""black tipped"" shark",EGYPT,N,snorkeling,f,,"""black tipped"" shark"
1659,2004.0,7,M,Wading,4' to 5' shark,USA,N,wading,m,7,4' to 5' shark
1660,2004.0,45,M,Surfing,"9'2"" white shark",USA,N,surfing,m,45,White shark
1663,2004.0,17,M,Body boarding,"Bronze whaler shark, 2.5 m [8.25'] ",AUSTRALIA,N,body boarding,m,17,Bronze whaler shark
1664,2004.0,8,M,Swimming,1.2 m [4'] shark,USA,N,swimming,m,8,1.2 m [4'] shark
1665,2004.0,21,M,"Swimming, poaching perlemoen",White shark,SOUTH AFRICA,Y,swimming,m,21,White shark
1666,2004.0,16,M,Wading,0.9 m to 1.5 m [3' to 5'] shark,USA,N,wading,m,16,0.9 m to 1.5 m [3' to 5'] shark
1667,2004.0,17,M,Swimming,Bull shark,BRAZIL,N,swimming,m,17,Bull shark
1668,2004.0,44,M,Surfing,2.4 m to 3.7 m [8' to 12'] shark,USA,N,surfing,m,44,2.4 m to 3.7 m [8' to 12'] shark
1669,2004.0,9,M,Boogie-boarding / swimming,,USA,N,swimming,m,9,
1670,2004.0,9,M,Swimming,Shark involvement not confirmed,USA,,swimming,m,9,Not a shark
1672,2004.0,24,F,Wading,,BRAZIL,N,wading,f,24,
1673,2004.0,63,M,Free diving & spearfishing,"1,5 m [5'] Caribbean reef shark (Carcharhinus  perezi)",BAHAMAS,N,spearfishing,m,63,"1,5 m [5'] caribbean reef shark (carcharhinus  perezi)"
1674,2004.0,28,M,Tandem surfing,"Mako shark, 1.8 m [6']",USA,N,surfing,m,28,Mako shark
1675,2004.0,22,M,Swimming,,BRAZIL,Y,swimming,m,22,
1680,2004.0,57,M,Surfing,Tiger shark,USA,Y,surfing,m,57,Tiger shark
1681,2004.0,16,M,Surfing,5 m [16.5'] white shark,SOUTH AFRICA,N,surfing,m,16,White shark
1682,2004.0,22,F,Surfing,Shark involvement prior to death was not confirmed,USA,,surfing,f,22,Not a shark
1684,2004.0,20,M,Surfing,1.2 m [4'] bull shark,USA,N,surfing,m,20,Bull shark
1685,2004.0,22,M,Body boarding,bull shark,BRAZIL,N,body boarding,m,22,Bull shark
1687,2004.0,20,M,Surfing,2.5 m shark,REUNION,N,surfing,m,20,2.5 m shark
1688,2004.0,61,M,Swimming,,USA,N,swimming,m,61,
1691,2004.0,51,M,Surfing,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",USA,N,surfing,m,51,Tiger shark
1692,2004.0,47,M,Spearfishing,"Bronze whaler shark, 1.5 m [5'] ",AUSTRALIA,N,spearfishing,m,47,Bronze whaler shark
1693,2004.0,29,M,Swimming,,BRAZIL,Y,swimming,m,29,
1694,2004.0,15,M,Surfing,2 m [6.75'] sevengill  shark,NEW ZEALAND,N,surfing,m,15,2 m [6.75'] sevengill  shark
1696,2004.0,31,M,Free diving & spearfishing,Shark involvement not confirmed,AUSTRALIA,,spearfishing,m,31,Not a shark
1698,2004.0,22,M,Snorkeling,"60 cm [23.6""] blind or brown shark",AUSTRALIA,N,snorkeling,m,22,"60 cm [23.6""] blind or brown shark"
1699,2004.0,46,M,Scuba diving,4 m to 5 m [13' to 16.5'] white shark,AUSTRALIA,N,scuba diving,m,46,White shark
1700,2004.0,21,M,Surfing,Possibily a  1.5 to 2 m sandtiger shark,URUGUAY,N,surfing,m,21,possibily a  1.5 to 2 m sandtiger shark
1703,2004.0,40,M,Spearfishing,"Bull shark, 132-kg [291-lb] ",VENEZUELA,N,spearfishing,m,40,Bull shark
1706,2004.0,22,M,Surfing,Raggedtooth shark,SOUTH AFRICA,N,surfing,m,22,Raggedtooth shark
1711,2003.0,28,M,Swimming,Questionable Incident,USA,,swimming,m,28,questionable incident
1712,2003.0,13,M,Swimming,,USA,N,swimming,m,13,
1713,2003.0,45,M,Swimming / shipwreck,,NEW ZEALAND,Y,swimming,m,45,
1714,2003.0,36,M,Surfing amid a shoal of sharks,,AUSTRALIA,N,surfing,m,36,
1717,2003.0,21,M,Spearfishing,"Tiger shark, 4 m [13']  ?",SOUTH AFRICA,Y,spearfishing,m,21,Tiger shark
1718,2003.0,35,F,Surfing,4' shark,USA,N,surfing,f,35,4' shark
1719,2003.0,35,M,Swimming or surfing,Tiger shark?,INDIA,N,swimming,m,35,Tiger shark
1720,2003.0,24,M,Surfing,,USA,N,surfing,m,24,
