,Year,Age,Sex,Activity,Species,Country,Fatal_Y_N,Activity_Regex,Sex_Regex,age_regex,Species_regex
2759,1987.0,16,M,Surfing,1.8 m [6'] blacktip shark,USA,N,surfing,m,16,Blacktip shark
2761,1987.0,15,M,Surfing,,USA,N,surfing,m,15,
2763,1987.0,20,M,Surfing,2 m [6.75'] shark,USA,N,surfing,m,20,2 m [6.75'] shark
2764,1987.0,14,M,Boogie boarding,Questionable incident,SOUTH AFRICA,,boogie boarding,m,14,questionable incident
2765,1987.0,21,M,Spearfishing,White shark,SOUTH AFRICA,N,spearfishing,m,21,White shark
2767,1987.0,47,M,Scuba Diving for scallops,White shark,AUSTRALIA,Y,scuba diving,m,47,White shark
2768,1987.0,24,M,Surfing,3.5 m [11.5']  white shark,SOUTH AFRICA,N,surfing,m,24,White shark
2769,1987.0,12,M,Wading,1.2 m to 1.5 m [4' to 5'] shark,USA,N,wading,m,12,1.2 m to 1.5 m [4' to 5'] shark
2770,1987.0,40,M,Surfing (sitting on his board),5.7 m white shark,USA,N,surfing,m,40,White shark
2771,1987.0,27,M,Surfing,3' to 4' shark,USA,N,surfing,m,27,3' to 4' shark
2772,1987.0,32,F,Body surfing,4' shark,USA,N,surfing,f,32,4' shark
2773,1987.0,16,F,Wading,4' shark,USA,N,wading,f,16,4' shark
2775,1987.0,35,M,Snorkeling,,BAHAMAS,N,snorkeling,m,35,
2780,1987.0,34,M,Fishing,,AUSTRALIA,N,fishing,m,34,
2782,1987.0,16,F,Swimming,,USA,N,swimming,f,16,
2784,1987.0,8,M,Swimming,4.3 m shark,VANUATU,Y,swimming,m,8,4.3 m shark
2785,1987.0,18,M,Surfing,"Bronze whaler shark, 2 m to 3 m ",AUSTRALIA,N,surfing,m,18,Bronze whaler shark
2789,1987.0,30,M,Spearfishing,>2.5 m [8.25'] white shark,SOUTH AFRICA,N,spearfishing,m,30,White shark
2790,1987.0,37,M,Swimming,,AUSTRALIA,N,swimming,m,37,
2794,1986.0,21,M,Body boarding,3 m [10'] white shark,SOUTH AFRICA,Y,body boarding,m,21,White shark
2795,1986.0,40,M,Surfing,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark,USA,N,surfing,m,40,Blacktip shark
2796,1986.0,37,M,Adrift after ditching plane in the sea,,BAHAMAS,N,adrift after ditching plane in the sea,m,37,
2797,1986.0,27,M,Free diving  & spearfishing (submerged),5 m to 6 m [16.5' to 20'] white shark,USA,N,spearfishing,m,27,White shark
2798,1986.0,22,M,Spearfishing,Invalid,SOUTH AFRICA,,spearfishing,m,22,invalid
2800,1986.0,17,M,Surfing,,USA,N,surfing,m,17,
2801,1986.0,26,M,Surfing,,USA,N,surfing,m,26,
2802,1986.0,23,M,Surfing,,USA,N,surfing,m,23,
2804,1986.0,6,F,Swimming,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered",USA,N,swimming,f,6,"lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered"
2805,1986.0,32,M,Racing ski,1.6 m shark,SOUTH AFRICA,N,racing ski,m,32,1.6 m shark
2807,1986.0,28,M,Surfing,Bull shark,USA,N,surfing,m,28,Bull shark
2812,1986.0,35,M,Spearfishing,Invalid,SOUTH AFRICA,,spearfishing,m,35,invalid
2817,1986.0,26,M,Spearfishing,1.2 m [4'] dusky shark,SOUTH AFRICA,N,spearfishing,m,26,1.2 m [4'] dusky shark
2823,1986.0,26,M,Treading water,>1 m shark,SOUTH AFRICA,N,treading water,m,26,>1 m shark
2824,1986.0,23,M,Surfing,2 m [6.75'] shark,SOUTH AFRICA,N,surfing,m,23,2 m [6.75'] shark
2825,1986.0,21,M,Surfing,>2.4 m [8'] white shark,SOUTH AFRICA,N,surfing,m,21,White shark
2827,1986.0,46,M,Swimming,Raggedtooth shark,SOUTH AFRICA,N,swimming,m,46,Raggedtooth shark
2828,1986.0,29,M,Spearfishing,"Raggedtooth shark, 2 m [6.75'] ",SOUTH AFRICA,N,spearfishing,m,29,Raggedtooth shark
2829,1986.0,29,M,Surfing,"Bronze whaler shark, 3.5 m ",AUSTRALIA,N,surfing,m,29,Bronze whaler shark
2830,1986.0,22,M,Surfing,Blacktip shark,USA,N,surfing,m,22,Blacktip shark
2831,1986.0,16,M,Surfing,1.5 m [5'] shark,USA,N,surfing,m,16,1.5 m [5'] shark
2836,1985.0,24,M,Fishing,,USA,N,fishing,m,24,
2837,1985.0,22,M,Body boarding,2.5 m [8.25'] white shark,SOUTH AFRICA,N,body boarding,m,22,White shark
2838,1985.0,46,M,Hookah diving for abalone,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,USA,N,hookah diving for abalone,m,46,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark
2839,1985.0,33,M,Body boarding,"Thought to involve a Tiger shark,  3.7 m [12'] ",USA,N,body boarding,m,33,Tiger shark
2840,1985.0,24,M,Floating on inner tube after diving for lobster,1.8 m to 2.4 m [6' to 8'] shark,USA,N,floating on inner tube after diving for lobster,m,24,1.8 m to 2.4 m [6' to 8'] shark
2843,1985.0,21,M,Swimming,Shark involvement prior to death was not confirmed,SOUTH AFRICA,,swimming,m,21,Not a shark
2845,1985.0,17,M,Swimming,Invalid,USA,,swimming,m,17,invalid
2846,1985.0,87,M,Wading,,USA,N,wading,m,87,
2847,1985.0,11,M,Wading,Shark involvement not confirmed,USA,,wading,m,11,Not a shark
2848,1985.0,67,M,Scuba diving,Shark involvement prior to death not confirmed,USA,,scuba diving,m,67,Not a shark
2849,1985.0,13,F,Wading,Possibly a small hammerhead shark,USA,N,wading,f,13,Hammerhead shark
2850,1985.0,15,M,Surfing,,USA,N,surfing,m,15,
2852,1985.0,10,F,Playing in knee-deep water,"Tiger shark, 2.4 m to 2.7 m [8' to 9'] ",USA,N,playing in knee-deep water,f,10,Tiger shark
2853,1985.0,13,M,Snorkeling,"3 m to 3.6 m  [10' to 11'9""] white shark",ITALY,N,snorkeling,m,13,White shark
2855,1985.0,39,M,Spearfishing,30-kg [66-lb] shark,SOUTH AFRICA,N,spearfishing,m,39,30-kg [66-lb] shark
2856,1985.0,25,M,Surfing,,USA,N,surfing,m,25,
2857,1985.0,33,F,Free diving for scallops,6 m [20'] white shark,AUSTRALIA,Y,free diving,f,33,White shark
2858,1985.0,29,M,Scuba Diving for lobster (at surface),6 m [20'] white shark,USA,N,scuba diving,m,29,White shark
2859,1985.0,16,M,Surfing,,USA,N,surfing,m,16,
2860,1985.0,15,M,Swimming,Raggedtooth shark,SOUTH AFRICA,N,swimming,m,15,Raggedtooth shark
2862,1985.0,18,M,Surfing,"3.5 m white shark, tooth fragments recovered",SOUTH AFRICA,N,surfing,m,18,White shark
2864,1985.0,34,M,Spearfishing,3.5 m [11.5'] white shark,SOUTH AFRICA,N,spearfishing,m,34,White shark
2866,1985.0,20,M,Spearfishing,1.5 m [5'] dusky shark,SOUTH AFRICA,N,spearfishing,m,20,1.5 m [5'] dusky shark
2870,1984.0,16,M,Sailing on catamaran & fell into the water,"Tiger shark, 4 m ",AUSTRALIA,Y,sailing on catamaran & fell into the water,m,16,Tiger shark
2871,1984.0,13,M,Surfing,1.2 m [4'] shark,USA,N,surfing,m,13,1.2 m [4'] shark
2872,1984.0,29,M,Spearfishing,"""a small shark""",USA,N,spearfishing,m,29,"""a small shark"""
2873,1984.0,22,M,Swimming,Shark involvement prior to death was not confirmed,USA,,swimming,m,22,Not a shark
2874,1984.0,23,F,Surfing or body surfing,1.5 m [5'] shark,USA,N,surfing,f,23,1.5 m [5'] shark
2875,1984.0,77,F,Wading,Shark involvement not confirmed; officials considered barracua,USA,,wading,f,77,Not a shark
2876,1984.0,15,M,Surfing,1.2 m [4'] blacktip shark,USA,N,surfing,m,15,Blacktip shark
2877,1984.0,25,M,Surfing (sitting on his board),3 m to 5 m [10' to 16.5'] white shark,USA,N,surfing,m,25,White shark
2879,1984.0,17,M,Surfing,,USA,N,surfing,m,17,
2880,1984.0,Elderly,M,Swimming,,USA,N,swimming,m,,
2881,1984.0,16,M,Surfing,Hammerhead shark?+O2356,USA,N,surfing,m,16,Hammerhead shark
2884,1984.0,28,M,Skindiving,4.5 m to 5 m white shark,USA,Y,skindiving,m,28,White shark
2886,1984.0,31,F,Boat capsized?,Invalid,USA,,boat capsized?,f,31,invalid
2888,1984.0,13,F,Swimming,,USA,N,swimming,f,13,
2889,1984.0,18,F,Swimming,1.2 m [4'] shark,USA,N,swimming,f,18,1.2 m [4'] shark
2890,1984.0,21,M,Spearfishing,Shark involvement prior to death was not confirmed,SOUTH AFRICA,,spearfishing,m,21,Not a shark
2891,1984.0,30,M,"During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water ",,USA,N,fishing,m,30,
2893,1984.0,27,M,Surfing,2.4 m [8'] white shark,SOUTH AFRICA,N,surfing,m,27,White shark
2894,1984.0,13,F,Towing her sister on plastic ski board,1.2 m to 1.5 m [4' to 5'] hammerhead shark,USA,N,towing her sister on plastic ski board,f,13,Hammerhead shark
2895,1984.0,20s,M,Swimming,,VANUATU,Y,swimming,m,20,
2896,1984.0,28,M,Spearfishing,,SOUTH AFRICA,N,spearfishing,m,28,
2902,1984.0,33,M,Scuba diving, 1.5 m [5'] dusky shark,SOUTH AFRICA,N,scuba diving,m,33, 1.5 m [5'] dusky shark
2904,1984.0,27,M,Spearfishing,1.5 m white-tipped reef shark,AUSTRALIA,N,spearfishing,m,27,1.5 m white-tipped reef shark
2905,1984.0,14,M,Swimming,"Raggedtooth shark, 1 m ",SOUTH AFRICA,N,swimming,m,14,Raggedtooth shark
2909,1983.0,36,M,Spearfishing,Invalid,GREECE,,spearfishing,m,36,invalid
2910,1983.0,17,M,Surfing,,USA,N,surfing,m,17,
2911,1983.0,48,M,Scuba diving for abalone,12' white shark,AUSTRALIA,N,scuba diving,m,48,White shark
2912,1983.0,16,M,Swimming,,SOUTH AFRICA,N,swimming,m,16,
2913,1983.0,47,M,Swimming,"Raggedtooth shark, >1 m ",SOUTH AFRICA,N,swimming,m,47,Raggedtooth shark
2916,1983.0,15,M,Surfing,Tiger shark,USA,N,surfing,m,15,Tiger shark
2918,1983.0,16,M,Surfing,1.5 m [5'] shark,USA,N,surfing,m,16,1.5 m [5'] shark
2919,1983.0,20,M,Wading,4.5' shark,USA,N,wading,m,20,4.5' shark
2920,1983.0,15,M,Standing,,USA,N,standing,m,15,
2922,1983.0,29,M,Spearfishing,5 m [16.5'] white shark,SOUTH AFRICA,N,spearfishing,m,29,White shark
2923,1983.0,14,F,Swimming,Sand shark,USA,N,swimming,f,14,sand shark
2924,1983.0,14,M,Skindiving,Nurse shark,USA,N,skindiving,m,14,Nurse shark
2925,1983.0,22,F,Diving,6' to 8' bull shark,USA,N,diving,f,22,Bull shark
2927,1983.0,21,F,Swimming from the New Venture ,"Tiger shark, 5 m [16.5']",AUSTRALIA,Y,swimming,f,21,Tiger shark
2928,1983.0,24,M,Swimming from the New Venture ,"Tiger shark, 5 m [16.5']",AUSTRALIA,Y,swimming,m,24,Tiger shark
2929,1983.0,28,M,14 m prawn trawler New Venture capsized  & sank in heavy seas Three people in the water,"Tiger shark, 5 m [16.5']",AUSTRALIA,N,14 m prawn trawler new venture capsized  & sank in heavy seas three people in the water,m,28,Tiger shark
2931,1983.0,39,F,Windsurfing,3.5' hammerhead shark,USA,N,windsurfing,f,39,Hammerhead shark
2932,1983.0,13,M,Spearfishing,,BAHAMAS,N,spearfishing,m,13,
2933,1983.0,17,M,Floating on air mattress,,USA,N,floating on air mattress,m,17,
2934,1983.0,42,M,Swimming,,USA,N,swimming,m,42,
2935,1983.0,15,M,Spearfishing,,BAHAMAS,Y,spearfishing,m,15,
2936,1983.0,21,M,Surfing & dangling foot in water amid baitfish,,USA,N,surfing,m,21,
2940,1983.0,21,M,Water-skiing,6' shark,USA,N,water-skiing,m,21,6' shark
2941,1983.0,15,M,Surfing,,USA,N,surfing,m,15,
2942,1983.0,22,M,Surfing,,USA,N,surfing,m,22,
2944,1983.0,27,M,Fishing,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",SOUTH AFRICA,N,fishing,m,27,Raggedtooth shark
2945,1983.0,16,M,Surfing,,USA,N,surfing,m,16,
2947,1983.0,17,M,Spearfishing,1.8 m [6'] Zambezi shark,SOUTH AFRICA,N,spearfishing,m,17,1.8 m [6'] zambezi shark
2951,1983.0,16,M,Paddleskiing,3 m [10'] shark,SOUTH AFRICA,N,paddleskiing,m,16,3 m [10'] shark
2952,1983.0,43,M,Fishing,,USA,N,fishing,m,43,
2954,1983.0,22,M,Windsurfing,,SOUTH AFRICA,N,windsurfing,m,22,
2955,1983.0,32,M,Spearfishing,White shark,SOUTH AFRICA,N,spearfishing,m,32,White shark
2960,1982.0,26,M,Windsurfing,1.5 m [5'] shark,USA,N,windsurfing,m,26,1.5 m [5'] shark
2961,1982.0,16,M,Surfing,,SOUTH AFRICA,N,surfing,m,16,
2962,1982.0,16,M,Surfing,"Believed to involve a 2.8 m [9'3""] white shark",SOUTH AFRICA,N,surfing,m,16,White shark
2963,1982.0,20,M,Surfing,1.5 m [5'] shark,USA,N,surfing,m,20,1.5 m [5'] shark
2964,1982.0,36,M,Diving,White shark,USA,N,diving,m,36,White shark
2965,1982.0,28,M,Free diving for abalone from Zodiac (submerged),5 m to 6 m [16.5' to 20'] white shark,USA,N,free diving,m,28,White shark
2968,1982.0,17,M,Surfing,Questionable incident; reported as shark attack but thought to involve a pinniped instead ,USA,,surfing,m,17,questionable incident; reported as shark attack but thought to involve a pinniped instead 
2969,1982.0,18,F,Swimming,,SOUTH AFRICA,N,swimming,f,18,
2971,1982.0,20,M,Boogie boarding,Invalid,SOUTH AFRICA,,boogie boarding,m,20,invalid
2972,1982.0,38,M,Paddleskiing,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",SOUTH AFRICA,N,paddleskiing,m,38,White shark
2973,1982.0,26,M,Paddle Boarding,4.5 m to 5.5 m [14.7' to 18'] white shark,USA,N,paddle boarding,m,26,White shark
2974,1982.0,17,M,Swimming,0.9 m to 1.2 m [3' to 4'] shark,USA,N,swimming,m,17,0.9 m to 1.2 m [3' to 4'] shark
2975,1982.0,43,M,Swimming,"Reported as a shark attack, the story was a hoax",USA,,swimming,m,43,"reported as a shark attack, the story was a hoax"
2976,1982.0,19,F,Swimming,,USA,N,swimming,f,19,
2978,1982.0,27,M,Surfing,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",SOUTH AFRICA,Y,surfing,m,27,White shark
2979,1982.0,20,M,Swimming,5' shark,USA,N,swimming,m,20,5' shark
2980,1982.0,19,M,Spearfishing ,"Lemon shark, 2 m [6'9""]",BAHAMAS,N,spearfishing,m,19,"lemon shark, 2 m [6'9""]"
2984,1982.0,16,M,Surfing,,USA,N,surfing,m,16,
2985,1982.0,20,M,Surfing,,AUSTRALIA,Y,surfing,m,20,
2987,1982.0,32,M,Spearfishing,5.5 m [18''] white shark,AUSTRALIA,Y,spearfishing,m,32,White shark
2988,1982.0,18,M,Surfing,4' to 5' shark,USA,N,surfing,m,18,4' to 5' shark
2992,1982.0,75,F,Swimming,,USA,Y,swimming,f,75,
2994,1982.0,29,M,Diving,,USA,Y,diving,m,29,
2995,1982.0,20,M,Swimming,Raggedtooth shark,SOUTH AFRICA,N,swimming,m,20,Raggedtooth shark
2999,1981.0,24,M,Surfing,7 m [23'] white shark,USA,Y,surfing,m,24,White shark
3004,1981.0,59,M,Diving to untangle a crab trap line from boat's propeller,"2.1 m [7'] shark with ""a very flat head that had followed the boat for 3 days",USA,N,diving to untangle a crab trap line from boat's propeller,m,59,"2.1 m [7'] shark with ""a very flat head that had followed the boat for 3 days"
3005,1981.0,19,M,Swimming,1.8 m to 2.4 m [6' to 8'] shark,USA,N,swimming,m,19,1.8 m to 2.4 m [6' to 8'] shark
3007,1981.0,17,M,Surfing,,USA,N,surfing,m,17,
3008,1981.0,24,M,Surfing,6' shark,USA,N,surfing,m,24,6' shark
3009,1981.0,28,M,Surfing,,USA,N,surfing,m,28,
3011,1981.0,26,M,Swimming,Said to involve a tiger shark or a hammerhead shark,USA,Y,swimming,m,26,Tiger shark
3012,1981.0,25,M,Surfing,,USA,N,surfing,m,25,
3013,1981.0,24,M,Surfing,,USA,N,surfing,m,24,
3014,1981.0,15,M,Surfing,6' shark,USA,N,surfing,m,15,6' shark
3015,1981.0,19,M,Spearfishing,"1.8 m [6'] shark, species identity questionable",USA,N,spearfishing,m,19,"1.8 m [6'] shark, species identity questionable"
3018,1981.0,19,F,"16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",,USA,Y,"16' catamaran capsized previous night, occupants stayed with wreckage until morning, then attempted to swim ashore",f,19,
3019,1981.0,53,M,Snorkeling on surface,Mako shark (tooth fragments recovered),BAHAMAS,N,snorkeling,m,53,Mako shark
3020,1981.0,16,F,Swimming,"""sandshark""",USA,N,swimming,f,16,"""sandshark"""
3021,1981.0,32,M,Surfing,Possibly a  1.8 m [6'] Zambezi shark,SOUTH AFRICA,N,surfing,m,32,possibly a  1.8 m [6'] zambezi shark
3027,1981.0,27,F,Shell diving,6 m  white shark,SOUTH KOREA,Y,shell diving,f,27,White shark
3028,1981.0,27,M,Surfing,Raggedtooth shark,SOUTH AFRICA,N,surfing,m,27,Raggedtooth shark
3029,1981.0,32,M,Free diving,,USA,N,free diving,m,32,
3031,1981.0,19,M,Surfing,"Raggedtooth shark, 2.5 m [8.25'] ",SOUTH AFRICA,N,surfing,m,19,Raggedtooth shark
3034,1981.0,24,M,Surfing,"Tiger shark, 2.1 m [7']",SOUTH AFRICA,N,surfing,m,24,Tiger shark
3035,1981.0,19,M,Standing / Wading,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",USA,N,wading,m,19,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark"
3036,1981.0,24,M,Surfing,C. maculpinnis or C. limbatus,USA,N,surfing,m,24,c. maculpinnis or c. limbatus
3039,1981.0,30,M,Swimming,Juvenile dusky or blacktip shark,SOUTH AFRICA,N,swimming,m,30,Blacktip shark
3042,1981.0,15,M,Surfing,1.8 m to 2.4 m [6' to 8'] hammerhead shark,USA,N,surfing,m,15,Hammerhead shark
3044,1981.0,25,M,Commercial spearfishing,Tiger shark,USA,N,spearfishing,m,25,Tiger shark
3045,1981.0,23,M,Swimming,Shark involvement prior to death was not confirmed,SOUTH AFRICA,,swimming,m,23,Not a shark
3046,1981.0,27,M,Surf-skiing,"Tiger shark, 2.5 m ",AUSTRALIA,N,surf-skiing,m,27,Tiger shark
3048,1980.0,25,M,Paddleskiing,3.5 m [11.5'] shark,SOUTH AFRICA,N,paddleskiing,m,25,3.5 m [11.5'] shark
3050,1980.0,22,M,Spearfishing,1.8 m [6'] white shark,REUNION,N,spearfishing,m,22,White shark
3053,1980.0,16,M,Swimming,,BRAZIL,Y,swimming,m,16,
3054,1980.0,29,M,Surfing,4 m to 5 m [13' to 16.5'] white shark,USA,N,surfing,m,29,White shark
3055,1980.0,19,M,Surfing,4 m to 5 m [13' to 16.5'] white shark,USA,N,surfing,m,19,White shark
3056,1980.0,22,M,Diving in tuna net,,MEXICO,Y,diving in tuna net,m,22,
3057,1980.0,10,F,Wading,,USA,N,wading,f,10,
3060,1980.0,15,M,Body surfing,,USA,N,surfing,m,15,
3061,1980.0,22,F,Standing,4' to 8' shark,USA,N,standing,f,22,4' to 8' shark
3064,1980.0,44,F,Scuba diving,Blue shark,USA,N,scuba diving,f,44,Blue shark
3065,1980.0,22,M,Surfing,1.8 m [6'] shark,SOUTH AFRICA,N,surfing,m,22,1.8 m [6'] shark
3068,1980.0,13,F,Body surfing,Tiger shark,MEXICO,N,surfing,f,13,Tiger shark
3069,1980.0,52,M,Free diving,Tiger shark,SOUTH AFRICA,Y,free diving,m,52,Tiger shark
3072,1980.0,61,M,Fishing,1.5 m [5'] hammerhead shark,SOUTH AFRICA,N,fishing,m,61,Hammerhead shark
3073,1980.0,24,M,Body boarding,"2.8 m [9'3""] white shark",SOUTH AFRICA,N,body boarding,m,24,White shark
3074,1980.0,29,M,Spearfishing,2.2 m shark,KENYA,N,spearfishing,m,29,2.2 m shark
3075,1980.0,29,M,Spearfishing,"2 m [6'9""] Zambesi shark",SOUTH AFRICA,N,spearfishing,m,29,"2 m [6'9""] zambesi shark"
3077,1980.0,25,M,Swimming,"Raggedtooth shark, 2 m [6'9""] ",SOUTH AFRICA,N,swimming,m,25,Raggedtooth shark
3079,1980.0,34,M,Gaffing netted shark,1.8 m [6'] dogfish,NORTH ATLANTIC OCEAN,N,gaffing netted shark,m,34,1.8 m [6'] dogfish
3081,1980.0,20,M,Spearfishing,Invalid,SOUTH AFRICA,,spearfishing,m,20,invalid
3082,1980.0,20s,M,Spearfishing,,TONGA,N,spearfishing,m,20,
3083,1979.0,18,M,Swimming,,SOUTH AFRICA,N,swimming,m,18,
3084,1979.0,19,M,Spearfishing,White shark?,PORTUGAL,Y,spearfishing,m,19,White shark
3085,1979.0,32,M,Diving,6' shark,SOUTH CHINA SEA,N,diving,m,32,6' shark
3086,1979.0,20,M,Surfing,"White shark, 4 m [13'] ",USA,N,surfing,m,20,White shark
3089,1979.0,18,M,Scuba diving,"""a small shark""",AUSTRALIA,N,scuba diving,m,18,"""a small shark"""
3090,1979.0,21,M,Freedom swimming,,HONG KONG,Y,swimming,m,21,
3092,1979.0,49,M,Kayaking,,USA,N,kayaking,m,49,
3094,1979.0,56,M,Floating with life preserver after his boat foundered,,USA,N,floating with life preserver after his boat foundered,m,56,
3095,1979.0,36,M,Scuba diving,Shark involvement prior to death was not confirmed,USA,,scuba diving,m,36,Not a shark
3096,1979.0,25,M,Spearfishing,"White shark, 2.5 m [8.25']  ",SOUTH AFRICA,N,spearfishing,m,25,White shark
3100,1979.0,24,M,Swimming,,USA,N,swimming,m,24,
3101,1979.0,8,M,Body surfing,,USA,N,surfing,m,8,
3102,1979.0,27,M,Surfing,Blacktip or spinner shark,USA,N,surfing,m,27,Blacktip shark
3106,1979.0,19,M,"Surfing, collided with shark",1.5 m to 2 m [5' to 6.75'] shark,SOUTH AFRICA,N,surfing,m,19,1.5 m to 2 m [5' to 6.75'] shark
3109,1978.0,23,M,Spearfishing,"White shark, 2.3 m [7.5'], tooth fragment recovered",SOUTH AFRICA,Y,spearfishing,m,23,White shark
3111,1978.0,17,M,Surfing,,USA,N,surfing,m,17,
3113,1978.0,27,M,Spearfishing,"White shark, 3.7 m [12'] ",SOUTH AFRICA,N,spearfishing,m,27,White shark
3115,1978.0,34,M,Scuba diving for abalone,15' shark,AUSTRALIA,N,scuba diving,m,34,15' shark
3117,1978.0,27,M,Floating on inner tube raft,,USA,N,floating on inner tube raft,m,27,
3118,1978.0,39,M,"Explosion destroyed 28' boat, survivors in the water ",,USA,N,"explosion destroyed 28' boat, survivors in the water ",m,39,
3119,1978.0,27,M,Fishing,,USA,N,fishing,m,27,
3120,1978.0,20,M,Surfing,,USA,N,surfing,m,20,
3121,1978.0,17,M,Surfing,,USA,N,surfing,m,17,
3123,1978.0,25,M,Diving,,MARSHALL ISLANDS,N,diving,m,25,
3124,1978.0,23,M,Diving,,MARSHALL ISLANDS,N,diving,m,23,
3129,1978.0,17,M,Surfing,Thought to involve a blacktip shark,SOUTH AFRICA,N,surfing,m,17,Blacktip shark
3133,1977.0,49,M,"Swimming, after single-engine aircraft went down in the sea",,USA,N,swimming,m,49,
3134,1977.0,27,M,Surfing,,USA,N,surfing,m,27,
3135,1977.0,18,M,Surfing,"Tiger shark, 3 m [10']",SOUTH AFRICA,N,surfing,m,18,Tiger shark
3138,1977.0,25,M,Spearfishing,"White shark, 5 m [16.5'] ",SOUTH AFRICA,N,spearfishing,m,25,White shark
3139,1977.0,17,M,Surfing,White shark,AUSTRALIA,N,surfing,m,17,White shark
3140,1977.0,25,M,Floating on an inflatable raft,,AUSTRALIA,Y,floating on an inflatable raft,m,25,
3142,1977.0,20,M,Free diving for abalone (surfacing),"White shark, 5.5 m to 6 m [18' to 20']  ",USA,N,free diving,m,20,White shark
3143,1977.0,17,M,Wading,Shark involvement not confirmed,USA,,wading,m,17,Not a shark
3144,1977.0,21,M,40' fishing boat sank,,USA,N,fishing,m,21,
3145,1977.0,27,M,Spearfishing / Scuba diving,"Bull shark, 8",USA,N,spearfishing,m,27,Bull shark
3146,1977.0,25,M,Collecting fish from net,"Bull shark, 4' to 5' ",USA,N,collecting fish from net,m,25,Bull shark
3151,1977.0,31,M,Swimming,,SOUTH AFRICA,N,swimming,m,31,
3152,1977.0,32,M,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",,AUSTRALIA,N,"their 9 m launch was run down by a 25,000-ton japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",m,32,
3153,1977.0,74 ,M,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",,AUSTRALIA,Y,"their 9 m launch was run down by a 25,000-ton japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",m,74,
3154,1977.0,45 ,M,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",,AUSTRALIA,Y,"their 9 m launch was run down by a 25,000-ton japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",m,45,
3155,1977.0,24,M,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",4 m [13'] shark,AUSTRALIA,N,"pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",m,24,4 m [13'] shark
3160,1976.0,29,M,Hookah diving for abalone (submerged),"White shark, 5.5 m [18'] ",USA,N,hookah diving for abalone (submerged),m,29,White shark
